21.11.2015,05.12.2015,Dzień,-1,975,6
21.11.2015,06.12.2015,Noc,-5,978,4
21.11.2015,06.12.2015,Dzień,-3,981,6
21.11.2015,07.12.2015,Noc,-3,984,4
22.11.2015,22.11.2015,13:00,3,974,4
22.11.2015,22.11.2015,16:00,2,978,3
22.11.2015,22.11.2015,19:00,2,980,2
22.11.2015,22.11.2015,22:00,0,983,2
22.11.2015,23.11.2015,1:00,0,985,2
22.11.2015,23.11.2015,4:00,-1,988,2
22.11.2015,23.11.2015,7:00,-1,990,3
22.11.2015,23.11.2015,10:00,0,992,3
22.11.2015,23.11.2015,13:00,2,994,6
22.11.2015,23.11.2015,16:00,1,996,3
22.11.2015,23.11.2015,19:00,0,998,2
22.11.2015,23.11.2015,22:00,0,1000,3
22.11.2015,24.11.2015,1:00,0,1001,2
22.11.2015,24.11.2015,4:00,-1,1001,2
22.11.2015,24.11.2015,7:00,-2,1001,1
22.11.2015,24.11.2015,10:00,-1,1000,1
22.11.2015,24.11.2015,13:00,0,998,1
22.11.2015,24.11.2015,16:00,-1,996,2
22.11.2015,24.11.2015,19:00,-3,994,2
22.11.2015,24.11.2015,22:00,-4,992,2
22.11.2015,25.11.2015,1:00,-4,989,2
22.11.2015,25.11.2015,4:00,-5,986,2
22.11.2015,25.11.2015,7:00,-5,984,2
22.11.2015,25.11.2015,10:00,-5,982,4
22.11.2015,25.11.2015,13:00,-3,979,4
22.11.2015,25.11.2015,16:00,-2,978,3
22.11.2015,25.11.2015,19:00,-2,978,2
22.11.2015,25.11.2015,22:00,-2,966,3
22.11.2015,26.11.2015,1:00,-2,965,2
22.11.2015,26.11.2015,4:00,-2,965,2
22.11.2015,26.11.2015,7:00,-2,965,1
22.11.2015,26.11.2015,10:00,1,966,1
22.11.2015,26.11.2015,13:00,2,966,2
22.11.2015,26.11.2015,16:00,-1,967,2
22.11.2015,26.11.2015,19:00,-2,968,2
22.11.2015,26.11.2015,22:00,-2,969,3
22.11.2015,27.11.2015,1:00,-1,970,4
22.11.2015,27.11.2015,4:00,0,971,4
22.11.2015,27.11.2015,7:00,0,971,5
22.11.2015,27.11.2015,10:00,1,972,5
22.11.2015,27.11.2015,13:00,2,971,5
22.11.2015,27.11.2015,16:00,0,971,5
22.11.2015,27.11.2015,19:00,-1,972,4
22.11.2015,27.11.2015,22:00,-3,972,3
22.11.2015,28.11.2015,1:00,-3,972,2
