2015-11-17,10.80,12.40,988.20,0.47
2015-11-18,18.70,15.80,989.20,6.20
2015-11-19,15.60,13.00,988.30,6.20
2015-11-20,11.50,10.80,981.20,8.15
2015-11-21,4.80,5.50,969.80,9.57
2015-11-22,6.20,4.90,983.70,1.39
2015-11-23,10.00,5.00,996.80,0.01
2015-11-24,6.10,4.00,999.40,0.00
2015-11-25,4.40,6.20,992.10,0.00
2015-11-26,5.10,0.50,991.90,0.00	
2015-11-27,6.40,1.40,993.60,0.00	
2015-11-28,8.70,2.50,987.70,0.00
2015-11-29,13.40,6.70,988.90,0.04
